16	3	1993	245.51401	22.661	22.971	33.985	-17.25	341.22	358.47	4.09	-3.063266341
16	3	1993	245.439	22.851	22.618	34.014	-18.23999	340.23001	358.47	3.25	-3.326143416
16	3	1993	245.364	23.042	22.86	33.99	-19.73999	338.73001	358.47	6.00999	-3.534833755
16	3	1993	245.289	23.232	22.516	34.013	-19.35	339.12	358.47	3.88	-3.555924602
16	3	1993	245.214	23.422	21.459	34.101	-8.25	350.22	358.47	4.90001	-1.642536041
16	3	1993	245.13901	23.613	20.8	34.055	-5.57999	352.89001	358.47	3.38	-1.168958407
16	3	1993	245.064	23.803	20.094	33.987	-3.61999	354.85001	358.47	3.71001	-0.801291696
16	3	1993	244.989	23.993	20.093	34.001	-3.86999	354.60001	358.47	5.03	-0.856640578
17	3	1993	244.914	24.183	20.127	34	-4.5	353.97	358.47	6.15001	-0.993466414
17	3	1993	244.839	24.374	19.965	34.007	-5.29999	353.17001	358.47	5.16	-1.184912296
17	3	1993	244.76401	24.564	18.75	33.687	-2.01999	356.45001	358.47	4.13	-0.497656444
17	3	1993	244.689	24.754	18.282	33.473	-2.32001	356.14999	358.47	3.50999	-0.593869027
17	3	1993	244.614	24.945	17.615	33.316	-4.81	353.66	358.47	5.21001	-1.299944744
17	3	1993	244.539	25.135	17.511	33.294	-4.54001	353.92999	358.47	6.61	-1.237453993
17	3	1993	244.464	25.325	17.593	33.391	-3.1	355.37	358.47	5.15001	-0.83899218
17	3	1993	244.38901	25.516	17.662	33.431	-3.53	354.94	358.47	4.68001	-0.949885461
17	3	1993	244.314	25.706	17.645	33.516	-3.44	355.03	358.47	5.25999	-0.926563379
17	3	1993	244.239	25.896	17.595	33.475	-4.48999	353.98001	358.47	6.08	-1.214502256
17	3	1993	244.164	26.087	16.99	33.18	-8.04999	350.42001	358.47	5.36	-2.29013304
17	3	1993	244.089	26.277	17.082	33.14	-7.06	351.41	358.47	5.90001	-1.993886979
17	3	1993	244.01401	26.467	17.186	33.217	-4.92001	353.54999	358.47	4.90001	-1.377309449
17	3	1993	243.939	26.658	17.366	33.421	-6.92999	351.54001	358.47	6.15001	-1.910016052
17	3	1993	243.864	26.848	17.191	33.376	-5.54001	352.92999	358.47	5.21001	-1.549069817
17	3	1993	243.789	27.038	17.217	33.252	-2.94	355.53	358.47	6.61	-0.820819027
17	3	1993	243.714	27.229	16.447	32.934	-11.42001	347.04999	358.47	5.15001	-3.400425215
